fragmento_id,categoria_norm,tipo_utilidad,confiabilidad,calidad_texto,dominio,titulo_pagina,contenido,url
GC-0035,biologia,diagnostico,media-baja,100,repositorio.unal.edu.co,Documento PDF,"K., & phenotypic diversity of a baculoviru Journal of Invertebrate Pathology, Cory, J. The E Annual Review of Ecology Evolutio Cuartas, P.O.; Villamizar, L.; Espinel, C. nativos sobre Tecia solanivora y P Gelechiidae). Revista Colombiana David, W.A.L. (1965) and resistant Pieris brassicae (Linn density, food and temperature. (1977) The to granulosis virus in Pieris brassic 118. Influence of and sub- lethal effects of a nucleop (Lepidoptera: Tortricidae). Environ Espinel-Correal, C., Léry, X., Villamizar, López-Ferber, M. Genetic Phthorimaea operculella granulovi Gelechiidae). Applied and Environ Genç, Hanife. The tomato leafmi Gelechiidae): Pupal key characters Zoology. 10.3906/zoo Gómez-Valderrama, J. A., Barrera, G., L & Villamizar, L. Potential o leafminer Tuta absoluta (Meyrick). https:// Gómez-Valderrama, J., Herrera, L., Urib (2014). An immunological method absoluta: Searching for isolates wi Colombia. International Journal of 53 nter-Fujita, F. Genotypic and population within an individual insect host. ogy and Evolution of Insect Baculoviruses. nd Systematics, 34, 239–272. Infección de granulovirus orimaea operculella (Lepidoptera: Entomología. e incidence of granulosis deaths susceptible us) larvae following changes of population al of Invertebrate Pathology, 7, 347-355. ect of sucrose content of diets on susceptibility Journal of Invertebrate Pathology, 30, 117- al age and virus concentration on mortality hedrovirus on the Western spruce budworm ntal Entomology. Gómez, J., Zeddam, J. M., & biological analysis of Colombian isolated from Tecia solanivora (Lepidoptera: nt Microbiology, 76, 7617–7625. ,Tuta absoluta (Meyrick) (Lepidoptera: r sexing individuals. Turkish Journal of 510-59. ez-Ferber, M., Belaich, M., Ghiringhelli, P. D., tabaculoviruses to control the tomato urnal of Applied Entomology, 142(1–2), 67–77. élez, D., López-ferber, M., & Villamizar, L. granulovirus detection in larvae of Tuta rospects for biological control of this pest in st Management, 60, 136–143.",https://repositorio.unal.edu.co/bitstreams/d29351ae-5570-4b5f-9901-23d96a7bf889/download
GC-0036,danos,diagnostico,alta,100,openknowledge.fao.org,Documento PDF,"márgenes laterales marrón oscuros a manera la cápsula cefálica es oscura, varía de marrón máculas circulares. En su máximo desarrollo m al., 1988; Capinera, 2001). ©Yony Callohuari Larva de H La pupa recién formada es de color amarillo b 8 a 10 mm de longitud (Sánchez & Vergara, 20 El adulto tiene las alas anteriores con dos m costal, y tres bandas transversales oscuras q margen anal; alas posteriores con una manch bandas transversales más o menos paralelas el ángulo anal. Segmentos abdominales I y II dorsal (Clarke-Harris et al., 1988; Sánchez & Ve Comportamiento y daños La hembra ovipone en el envés de las hojas en larvas recién emergidas se alimentan de las hoja las brácteas de las flores. Posteriormente se obs por ramitas de la inflorescencia y unidas por h las larvas que se alimentan de las flores y de lo tienen el aspecto de estar apretadas, y a medid al suelo, quedando finalmente las inflorescencia y hojas. Completando su desarrollo las larvas e y raras veces bajan al suelo a empupar. En al pérdidas en la producción de este cultivo (Sán 38 manchas reniformes y un área central pálida; curo a casi negro, donde pueden observarse e de 20 a 23 mm de longitud (Clarke-Harris et togramma bipunctalis o y posteriormente se torna marrón. Mide de chas circulares centrales, cercanos al margen recorren el ala desde margen costal hasta el circular negra cercana al margen costal y dos e recorren el ala desde el margen costal hacia dos puntos negros conspicuos en el aspecto ra, 2002). pos de 10 huevos (Clarke-Harris et al., 1988). Las pegándolas y escondiéndose en su interior) y de an “nidos” en las panojas infestadas, constituidos de seda. En el interior de estas cámaras viven granos recién formados. Las panojas infestadas que van madurando, los granos de quinua caen educidas en tamaño y constituidas por brácteas pupan en los glomérulos de las inflorescencias nos casos se puede apreciar hasta un 80% de ez & Vergara, 2002).",https://openknowledge.fao.org/server/api/core/bitstreams/518339ec-6cb9-4a3c-970f-82ca6d32328d/content
GC-0037,danos,diagnostico,media-baja,100,repositorio.uleam.edu.ec,Documento PDF,"La hembra a lo largo de su vida ovípa promedio de 100 a 150 huevos cad 2008). Estos son de forma redonda, c son puestos en grupos de hasta 300 Está cubierto por una tela fina formad adulta (Jiménez 2016). El cogollero hace raspaduras sobr posteriormente aparecen como peque alcanza cierto desarrollo, empieza a co al desplegarse, las hojas muestran una la lámina o bien áreas alargadas comi los excrementos de la larva en forma a Las larvas tienen sus hábitos alimentic su dieta es el maíz y es afectado en hojas, tallos, grano, es decir todo el p completo, en el sorgo ocasionan diver afectan sus hojas cuando se están cariópsides desarrollándose (Chango 2 En la alfalfa defolia el producto y s comporta como una plaga esporádica otros cultivos importantes. Pero en e porque el gusano cogollero devora desarrollo y el tallo cuando está en producto dejando la mazorca totalmen desarrollar de forma normal haciendo inversión (Reyes 2015). pone de 1.044 ± 391,8 huevos, dando un una (Murúa y Virla 2004a; Murúa et al. r verde pálido, eclosionan entre 3-5 días, cualquier superficie de la hoja y tallos. on las escamas del cuerpo de la hembra las partes tiernas de las hojas, que áreas translúcidas; una vez que la larva er follaje perfectamente en el cogollo que lera regular de perforaciones a través de s. En esta fase es característico observar rrín (Negrete y Morales 2003). en diferentes cultivos pero el primero en os sus estados fenológicos. Afectan sus ducto evitando que no se desarrolle por s daños, cortan las plántulas en la base, rmando, dañan su tallo y consume la 2). puede comer el tallo, en el algodón se ectado la economía del productor, entre ultivo de maíz el daño es más grande sde la hojas cuando está en etapa de va o pupa es cuando se corroe todo el destruida lo que hace que no se pueda ue la cosecha se pierda y por ende la",https://repositorio.uleam.edu.ec/bitstream/123456789/1448/1/ULEAM-AGRO-0032.pdf
GC-0038,danos,diagnostico,alta,100,openknowledge.fao.org,Documento PDF,"Descripción morfológica Los adultos ápteros son de color variado; amarillo pálidos, verdes, verdes grisáceos, presentan el dorso del abdomen con un cornículos cilíndricos y ligeramente clavado miden de 1.3 a 2.5 mm de largo. Los adultos a negro y un parche negro central en el dor (Vilca, 2010). Además del color determinado pigmentación más intensa en condiciones fría Las ninfas son similares a los adultos ápteros, son rojizos, incluso en poblaciones donde lo Comportamiento y daños En el cultivo de quinua, según Sánchez y V persicae son similares a los ocasionados p directos (debilitamiento general por la suc fumagina) y daños indirectos (por la transm de infestación se incrementa marcadamente incremento de la temperatura acelera el de propicia la migración de los adultos alados. El ciclo de vida Duarte et al. (2011), realizaron el estudio de controladas de temperatura y humedad (24. El estudio permitió d ninfal 4.27 ± 0.7 días, pre-reproductivo 1 día adulto 16.35 ± 1.08 días, lo que resulta en un 56 encuentran morfotipos verdes blanquecinos, as, rojos e inclusive casi negros, pero todos a negra; tubérculos antenales bien gibosos, a la mitad distal, cauda alargada o triangular; dos tienen la cabeza y el tórax de color marrón del abdomen, miden de 1.2 a 2.2 mm de largo or su genética, cualquier genotipo tendrá una Blackman & Eastop, 2007). ro las ninfas de los individuos alados a menudo pteros son verdes (Blackman & Eastop, 2007). ara (2002), los daños ocasionados por Myzus Macrosiphum euphorbiae, que son los daños n de la sabia y desarrollo del hongo de la ón de enfermedades virósicas). La intensidad n lugares cálidos y humedad relativa media. El ollo de los áfidos, así como su alimentación y biología de Myzus persicae bajo condiciones 0.28 °C y 66.6 ± 9.2% de HR), alimentados con rminar la duración de los siguientes periodos: productivo 13.4 ± 0.96 días, y longevidad del o total de 20.6 ± 1.08 días.",https://openknowledge.fao.org/server/api/core/bitstreams/518339ec-6cb9-4a3c-970f-82ca6d32328d/content
GC-0039,danos,diagnostico,media-baja,100,repositorio.uleam.edu.ec,Documento PDF,"Ciclo biológico del cogollero Huevo o postura: Los huevecillos pre la sección transversal. La ecloración v poco antes de la eclosión, dependiend es de 0.39mm y ecuatorial de 0.47 corrientemente durante las primeras h envés de las hojas, estos son puesto segregaciones del aparato bucal y protección contra algunos enemigos n (Jiménez y Rodríguez 2014). Larva o gusano: Las larvas pasan po importancia para tomar las medidas estas miden hasta 2-3 milímetros y segundo mide de 4-10 milímetros y pueden alcanzar hasta 35 milímetros estadío se introducen en el cogollo, h cuando la hoja se abre o desenvuelve Después de alimentarse durante 2 mu caen al suelo, cavan en la tierra y se t emergen se alimentan de las secrecio días. Las moscas hembras copulan só huevos a intervalos de pocos días (IIC Pupa: Son de color caoba y miden 14 abdominal (cremaster) terminando e Invertida. Esta fase se desarrolla en e 8 a 10 días en que emerge el adulto o ntan forma oblonga esferoidal, circular en a de verde-café y café oscuro a negruzco del grado de madurez. Las hembras depositan los huevos s de la noche, tanto en el haz como en el en varios grupos o masas cubiertas por camas de su cuerpo que sirven como rales o factores ambientales adversos o 7 estadíos o mudas, siendo de mayor control los dos primeros; en el primero a cabeza es negra completamente, el cabeza es carmelita claro; las larvas n su último estadío. A partir del tercer endo perforaciones que son apreciados nríquez 2014). s (5 a 7 días), las larvas dejan la herida y sforman en pupa. Las larvas adultas que s de la herida y copulan luego de 3 a 5 una vez, pero depositan varias tandas de CFSPH 2007). 7 milímetros de longitud, con su extremo 2 espinas o ganchos en forma de U uelo y el insecto está en reposo hasta los riposa (IICA y CFSPH 2007).",https://repositorio.uleam.edu.ec/bitstream/123456789/1448/1/ULEAM-AGRO-0032.pdf
GC-0040,danos,diagnostico,media-baja,100,gob.mx,Documento PDF,"Los daños provocados por roedores puede además de distintos factores como la pre fenológicas del cultivo, la composición de climatológicas (Vásquez–López et al., 2013). A continuación, se mencionan ejemplos d importancia agroecológica, así como los cult de los cricétidos (Oryzomys couesi y Sigmodo cultivos de maíz (Zea mays), frijol (Phaseolus v de azúcar (Saccharum officinarum). En el caso pastos y granos. En algunos cultivos, los roe áreas carentes de cultivo que, a su vez, prov de charcos de agua que producen la muerte roen el tallo cerca de la base, por lo que mu vista, pues hay generación de macollas (Gon 1988; Hilje et al., 1991). Las especies de la familia Muridae son plaga caña de azúcar, además de daños causado almacenamiento y alimentos (Greaves, 1984 En cuanto a la especie Mus musculus, se sab encuentra en almacenes de alimentos y vivie son consideradas dañinas ya que pueden Greaves, 1984). La caracterización del daño almacenados con orina, heces y pelos depo como una pérdida (Monge, 2009). Vers variar de acuerdo con el espacio y tiempo, cia de diversas especies plaga, las etapas agroecosistema, así como las condiciones años provocados por algunas especies de s de preferencia ( ), como es el caso irsutus), quienes tienen una preferencia por aris), tomate (Lycopersicon esculentum) y caña e S. hirsutus, también se encuentran daños a es cortan las plantas y de esta manera, deja a deficiencias en el suelo como la presencia las plantas. Para el cultivo de caña de azúcar, as veces no puede ser observado a primera ez et al., 1978; González, 1980; Hilje y Monge, mportantes principalmente en los cultivos de a infraestructuras como casas, bodegas de ue es una plaga urbana y doméstica que se as, aunque también son comunes en campo, splazar a las especies nativas (Reid, 1997; stá ligada a la contaminación de alimentos ados en el producto, lo cual es considerado 1.0 53",https://www.gob.mx/cms/uploads/attachment/file/991555/MANUAL_ROEDORES.pdf
GC-0041,danos,diagnostico,alta,100,openknowledge.fao.org,Documento PDF,"La pupa es de color amarillo pálido al inicio y largo (Peña et al., 1989). El adulto es una mosca diminuta y de aspec color amarillo plomizo. La hembra mide 1.68 m Comportamiento y daños Los adultos son de actividad crepuscular y las hembras y luego de la cópula se sitúan e hembras vuelan hacia los brotes para oviponer Las larvas al emerger se alimentan de los bro las plantas, particularmente cuando ataca asimismo se rompe la dominancia apical y se o nuevamente por este insecto. Cuando está p donde busca una zona protegida del sol y con partículas del suelo y empupar (Goldsmith et a En el cultivo de quinua la hembra vuela hacia Al emerger, las larvas se alimentan raspando principio, deformación del brote y posteriormen por esta plaga es importante en las primeras hasta el comienzo del rameado (entre la segun adecuado puede ocasionar pérdidas conside panojas deformes y pequeñas (Nelly Soca, ob ©Nelly Soca Daño de Prodiplosis longifila en quinua 58 ego se torna negruzca; mide 0.85 a 1 mm de rágil. El tórax, el abdomen y las patas son de y el macho 1.4 mm (Nuñez, 2008). turna; los machos emergen poco antes que parte inferior de las plantas en tanto que las mbos se alimentan de los néctares de las flores. raspando la epidermis; este ataque deforma primeros estados de desarrollo vegetativo, nan ramas laterales que podrán ser infestadas ma a empupar, la larva se deja caer al suelo, medad para formar un cocón con las pequeñas 2013). brotes principales para realizar la oviposición. pidermis de las hojas tiernas, ocasionando en a pudrición ( - 92). El daño ocasionado pas del cultivo, a partir de 2 hojas verdaderas y la cuarta semana), de no realizarse un control es, debido a que las plantas dañadas forman ersonal, Lima, Perú, enero-marzo, 2014). ©Nelly Soca Daño de Prodiplosis longifila en quinua",https://openknowledge.fao.org/server/api/core/bitstreams/518339ec-6cb9-4a3c-970f-82ca6d32328d/content
GC-0042,danos,diagnostico,media-baja,100,repositorio.uteq.edu.ec,Documento PDF,"Daños ocasionados Consumen el follaje y posteriormente se d cogollo, mientras se alimentan. En ma produciendo danos parciales o frecuentem cogollo. El cogollero hace raspaduras sob larva alcanza cierto desarrollo, empieza a c 2011). El cultivo de maíz en Ecuado A nivel de la actividad productiva agríco capacitación, dotación de tierras, maquin precios y en algunos casos el cierre d beneficiando a nuestros agricultores y que producción de maíz en el país y el cual s cadena de la producción, comercialización En el Ecuador las mayores provincias en la con 19 % y 40 % de participación nacional Cabe indicar que las otras provincias de la que no llegan hacer en promedios de 10 ha producción constante año tras año y con lo cultivo está en progresivo incremento (Lui 2.1.7. Híbrido de maíz INIAP H-6 Según (INIAP, 2004), el híbrido de maí potencial productivo, se desarrolló con la unidad de superficie. Es un híbrido conven de las líneas S4 LP3 como progenitor fem Internacional de Mejoramiento de Maíz y en al cogollo. Permanecen ocultas dentro del maduro pueden trozar tallos y mazorcas e letales. El mayor daño es la destrucción del as partes tiernas de las hojas, una vez que la er follaje perfectamente en el cogollo (Tarillo, pecuaria el estado ha invertido en semillas, a, prestamos, asesoramientos y controles en mportaciones de productos como el maíz tualmente lo cual ha llevado al incremento la moviliza internamente favoreciendo a toda la gro industrialización de esta gramínea. ducción de maíz duro, son Guayas y Los Ríos roximadamente. osta también producen maíz, pero en cantidad or agricultor, pero se da a entender que es una uevos cambios y aportes al desarrollo de este 014). NIAP “H-601”, de grano amarillo y de alto nalidad de incrementar los rendimientos por onal simple generado mediante el cruzamiento ino y la línea S6 LI4 introducida del Centro go (CIMMYT)",https://repositorio.uteq.edu.ec/server/api/core/bitstreams/fe2779c0-766c-4ed1-9b5f-9333c395bd8b/content
GC-0043,danos,diagnostico,alta,100,openknowledge.fao.org,Documento PDF,"Comportamiento y daños Los adultos son de actividad nocturna. Las h por escamas de color gris. Las larvas al eme raspándolas y consumiendo el parénquima. C toda la planta y hacia otras partes del camp hospedera (Sánchez & Vergara, 1996, 2003). Se ha apreciado que esta especie, al igual qu primera etapa de desarrollo del cultivo pueden tiernas; en plantas desarrolladas, comen las ho la etapa de floración y panojamiento, las larvas flores y granos en desarrollo (Luis Cruces, obs. Ciclo de vida Carrera (2013), realizó el estudio de la biología turiones de espárrago y adultos con solución de laboratorio (25 ± 1 °C y 70% HR). Se dete condiciones es de 4.5 días, el periodo larval 26 hembras 10.2 días, en promedio. 2.2.4 Chrysodeixis includens ©Yony Callohuari Adulto de Nombres comunes Falso gusano medidor (Combe & Pérez, 1978). Distribución Esta especie está restringida al Hemisferio O América y Australia. El origen de esta espec Estados Unidos, C. includens es conocida com hacia los estados del norte. Florida, América C reservorios de poblaciones para sobrevivir en bras colocan sus huevos en masa, cubiertos er son gregarias y se alimentan de las hojas, ndo están más desarrolladas se dispersan por devorando vorazmente el follaje de su planta tras dentro del género Spodoptera, durante la mportarse como gusanos cortadores de plantas y pueden ocasionar una fuerte defoliación; en ueden subir a la panoja para alimentarse de las sonal, Lima, Perú, mayo 2015). Spodoptera ochrea con larvas alimentadas con ulce (Gatorade), bajo condiciones controladas inó que el periodo de incubación bajo estas días, el periodo pupal en machos 10.8 días y en iguras 16-18) rysodeixis includens e, desde los Estados Unidos hasta el Sur de no está claro, pero en muchas partes de los una especie que realiza emigraciones anuales tral, América del Sur y las islas del Caribe, son nvierno (Palma et al., 2015)",https://openknowledge.fao.org/server/api/core/bitstreams/518339ec-6cb9-4a3c-970f-82ca6d32328d/content
GC-0044,danos,diagnostico,media-baja,100,gob.mx,Documento PDF,"DIRECCIÓN GENERA DIRECCIÓN DEL CENTRO NACION Pupa de Spodoptera exigua, con dos pares de espinas. vd Straten © NPPO, the Netherlands. Adulto Las palomillas tienen extensión alar de 25 a 30 mm. Alas anteriores de color café grisáceo con un patrón de bandas irregulares transversales en forma de zigzag, con una mancha clara semicircular al centro del ala y cerca del margen costal. Las alas posteriores de color gris o blanco uniforme, con una línea oscura en el margen ( ) [Bautista, 2006; Capinera, 2014]. Adulto de Spodoptera exigua. Créditos: Bautista-Martínez, N. DAÑOS Las larvas de todos los instares causan daños, se alimentan del follaje, inflorescencias ( ) y frutos. Las larvas jóvenes se alimentan de forma gregaria y dejan únicamente las nervaduras de las hojas; las larvas más desarrolladas hacen perforaciones irregulares E SANIDAD VEGETAL DE REFERENCIA FITOSANITARIA en las hojas, regularmente se alimentan en el envés de las hojas, dejando atrás pequeñas telas de seda (Capinera, 2017). Cuando se alimentan de frutos, las larvas hacen agujeros circulares o irregulares, superficiales poco profundos (Natwick et al., 2012). a y b) larvas de Spodoptra exigua en inflorescencia y b) aristas de trigo alimentándose (Roberts, 2017). En algodón, las larvas de gusano soldado pueden atacar cualquier etapa del cultivo, pueden alimentarse del follaje durante el desarrollo del cultivo, y de cuadros y bellotas en la fructificación ( A y 9B). Los cuadros dañados se desprenden de la planta y las bellotas quedan susceptibles al ataque de patógenos. Los primeros instares se alimentan en grupo de hojas y brácteas. Los últimos instares se alimentan de hojas, cuadros, flores y bellotas, afectando el rendimiento. El mayor daño al follaje ocurre cuando las plantas son pequeñas. En desarrollo vegetativo, las plantas pueden soportar 50% de defoliación sin afectar el rendimiento, sin embargo, una defoliación del 20 al 25% durante la fructificación ocasiona pérdidas considerables (Garza y Terán, 2007)",https://www.gob.mx/cms/uploads/attachment/file/633036/Gusano_soldado__spodoptera_exigua.pdf
GC-0045,danos,diagnostico,media-baja,100,gob.mx,Documento PDF,"DIRECCIÓN GENERA DIRECCIÓN DEL CENTRO NACION Pupa. Las larvas pupan en el suelo, a una profundidad de 2-5 cm ( ). El tamaño de la pupa es de 13-17 mm de longitud y de 5-6 mm de ancho. El color en un inicio va de café amarillento, a color café caoba ( ). En la punta del abdomen tiene un par de ganchos. La duración de esta etapa es de siete a 14 días en el verano, pero puede alcanzar hasta 40 días (Capinera, 2018) Pupa de Mythimna unipuncta Foto: Capinera (2018). El apareamiento comienza de uno a tres días después de que los adultos emergen del suelo, generalmente, de cuatro a siete horas después de la puesta del sol. Los huevos normalmente son depositados en un período de cuatro a cinco días (rango: uno a 10 días), después del apareamiento. La capacidad reproductiva varía, pero la producción media puede oscilar de 500 a 1500 por hembra a lo largo de su vida. La longevidad media a temperaturas cálidas es de aproximadamente nueve días en los machos y 10 días en las hembras (rango: tres a tres a 25 días), mientras que a temperaturas frías la longevidad media E SANIDAD VEGETAL DE REFERENCIA FITOSANITARIA de los machos es de 19 días y el de las hembras de 17 días (Capinera, 2018). Presenta una mancha blanca en el centro de cada ala anterior ( ) [Agrológica, 2011]. Adulto de Mythimna unipuncta con las alas desplegadas. Foto: Capinera (2018). DAÑOS Mythimna unipuncta es una plaga voraz que consume la totalidad de las plantas hospedantes, en especial las gramíneas; en el caso de maíz deja mordeduras circulares de gran extensión que llega a eliminar toda la superficie de la hoja excepto la nervadura central, como rastro deja una gran cantidad de excrementos en las axilas de las hojas ( ) [Gobierno de Aragón, 2001]",https://www.gob.mx/cms/uploads/attachment/file/633035/Gusano_soldado__Mythimna_unipuncta.pdf
GC-0046,danos,diagnostico,media-baja,100,gob.mx,Documento PDF,"DIRECCIÓN GENERA DIRECCIÓN DEL CENTRO NACION IDENTIDAD DE LA PLAGA Nombre científico  Spodoptera exigua (Hübner, 1808) Sinonimia  Caradrina exigua (Hübner)  Laphygma exigua (Hübner)  Laphygma flavimaculata (Harvey)  Noctua exigua (Hübner)  Spodoptera flavimaculata (Harvey)  Susunai exigua (Hübner) (EPPO, 2020) Clasificación taxonómica Reino: Animalia Phylum: Arthropoda Subphylum: Hexapoda Clase: Insecta Orden: Lepidoptera Familia: Noctuidae Género: Spodoptera Especie: Spodoptera exigua (EPPO, 2020) Nombre común  Español: Gusano soldado, Gusano verde cogollero, Gardama de la remolacha  Inglés: Asparagus fern caterpillar, Lesser cottonworm  Francés: Noctuelle de la betterave  Italiano: Nottua della barbabietola (EPPO, 2020). E SANIDAD VEGETAL DE REFERENCIA FITOSANITARIA ESTATUS FITOSANITARIO EN MÉXICO El gusano soldado (Spodoptera exigua) es una plaga polífaga, motivo por el cual se encuentra ampliamente distribuida en el país. Se encuentra presente en los estados de Aguascalientes, Guanajuato, Guerrero, Hidalgo, Jalisco, México, Michoacán, Morelos, Puebla, Querétaro, Sinaloa, Tlaxcala, Veracruz y Zacatecas (SAGARPA-SENASICA, 2009). También en Baja California (Brewer et al., 1990), Chihuahua, Sonora (Aguilar et al., 2013), Coahuila (Vargas et al., 2004) Durango y Tamaulipas (Garza y Terán, 2001), entidades que se caracterizan por la siembra de algodón transgénico. IMPORTANCIA ECONÓMICA DE LA PLAGA El género Spodoptera incluye 25 especies y solo algunas son de importancia económica por el daño que ocasionan a los cultivos, entre ellas Spodoptera exigua (Ellis, 2005). Spodoptera exigua es de origen asiático; en EE.UU causó daños en pimiento, tomate, repollo, soya, algodón y maíz. En 1998, las perdidas en algodón fueron de aproximadamente $19.2 millones (Williams, 1999); en Georgia los cultivos de algodón y soya también fueron infestados por la plaga. En México hasta 1992, el gusano soldado fue considerado como plaga secundaria en el cultivo de algodón, a partir de ese año y 1993 se convirtió en plaga primaria de este cultivo en el norte del país (Obando y Blanco, 1997). (1997) reportaron afectación de más de 1",https://www.gob.mx/cms/uploads/attachment/file/633036/Gusano_soldado__spodoptera_exigua.pdf
GC-0047,danos,diagnostico,alta,100,dj.senasica.gob.mx,Documento PDF,"DIRECCIÓN DE SISTEMATIZ Sudáfrica: Investigan Xanthomonas Recie SAGr enfer Xant comú (BLS) una e maíz Síntomas observados enn Dundee. C o m Créditos: Peter Bruwer, 2022. repor y generalmente se puede encontrar e de maíz, como la Provincia del Noroe del suroeste de Gauteng. Asimismo, convirtiendo en un problema grave en Con respecto a Dundee, se señala que se observaron síntomas típicos en pl previamente se había encontrado só riego, por lo que se piensa que podría Se añade que investigadores de las Highveld y Northern KwaZulu-Natal) y colectando muestras para confirmar s con el fin de delimitar las áreas afectad de la zona, en el que los aislamientos posible, junto con información de ap temperatura, etc. Finalmente, se comenta que se rea resistencia a la enfermedad en vario fitopatógeno se transmite por semilla Referencia: SAGraanGrain (8 de febrero de 2022). B IÓN Y ANÁLISIS SANITARIO sicola pv. emente, a través del portal nGrain, se comunicó que la edad ocasionada por la bacteria monas vasicola pv. zeae, conocida mente como bacterial leaf streak osiblemente sea el agente causal de ermedad observada en el cultivo de n Dundee, Sudáfrica. ntecedentes, se menciona que BLS se por primera vez en Sudáfrica en 1949 as áreas cálidas y secas de producción , el Estado Libre del Norte y las áreas resalta que la enfermedad se está área de Amersfoort/Wakkerstroom. principios de la temporada 2021/2022, tulas de maíz, en un área en la que en plantas jóvenes cultivadas bajo smitirse por semillas. mpañías Langfontein Seeds (Eastern RC-Grain Crops (Potchefstroom) están agente causal es X. zeae, Y que realizarán un estudio completo recopilarán con la mayor frecuencia o como nivel de daño, precipitación, arán más estudios para detectar la genotipos de maíz y determinar si el on seedlings – cause for concern. Recuperado de: for-concern/ 6",https://dj.senasica.gob.mx/Contenido/files/2022/febrero/MonitorFitosanitario11022022_96d7ccf7-c690-4add-8f8d-f5c94c8f5d0e.pdf
GC-0048,danos,diagnostico,media-baja,100,repository.cimmyt.org,Documento PDF,"Gusanos cortado Agrotis ipsi/on, Agrotis s Chorizagrotis auxi/iaris y Daños: Los gusanos cort especies) cortan las plán suelo o poco más abajo, en las primeras hojas o c los márgenes foliares (13 de hábito cortador tambié hojas y de la base de las desarrolladas, estos gusa tallos justo debajo de la dejan cavidades que prov muerte de la planta. Los alimentan casi siempre d durante el día, pero en g esconden en el suelo. Descripción y ciclo biológ alrededor de las plántulas es común encontrar dos cortadores jóvenes de 0. solo gusano grande (4 a aceitoso, de color grisáce Cuando se les perturba, no se mueven durante un Después de mudar seis v pupas de color café dent larvas preparan a unos p de la superficie del suelo activos, miden de 2 a 3 opaco, gris o negro con delanteras que varfan de Las hembras depositan s las plantas o en la super producen de una a tres o un año, según la especie Distribución geográfica: mundial. s Peridroma saucia, has otras especies es (y algunas otras de maíz al nivel del en pequeños agujeros umen secciones de os gusanos soldados e alimentan de las ntulas. En plantas más se alimentan de los rficie del suelo y n la marchitez y anos cortadores se che; a veces lo hacen al a esas horas se Al remover el suelo rtadas o lesionadas, es pequeños gusanos 1.0 cm de largo o un m de largo) y cafesoso o negro. arvas se encorvan y ríodo breve (14). s se convierten en e celdillas que las s centímetros debajo s adultos, voladores y son de color café chas en las alas erdo con la especie. uevos en los tallos de del suelo húmedo. Se atro generaciones en latitud",https://repository.cimmyt.org/server/api/core/bitstreams/613fe3ea-f325-4718-aa45-e2d9041296ef/content
GC-0049,danos,diagnostico,alta,100,colposdigital.colpos.mx:8080,Documento PDF,"cuales son designadas como VE, emergencia y panojamiento (VT). El número de hojas varía segunda etapa es la de reproducción y present R1 hasta R6. El tiempo entre V1 y R6 var ambientales (Ritchie et al, 1986). 1.3 Plagas del maíz En México el cultivo de maíz es afec 2012), mismos que se presentan, pero no de fo desarrollo del cultivo. Algunas de estas p defoliadoras (plagas del follaje) y, otras se alim Dentro de las plagas del suelo destacan sp., Anomala sp.; Diabrotica sp.; Melanotus sp del maíz Colaspis spp. El principal daño lo alimentan de la raíz, provocando la muerte de al daño, entonces presentan escaso desarrollo e y deformación de la plántula (CESAVEG, 2012 Dentro de las plagas del follaje des cogollero, Spodoptera frugiperda; los gusa unipuncta; el gusano trozador, Agrotis spp.; e Geraeus senilis y la araña roja, Olygonychus m Como parte de las plagas de la mazorca el frailecillo, Macrodactylus mexicanus; y el ch 1 hasta V(n), siendo (n) la última hoja antes del acuerdo al cultivar y el efecto ambiental. La subdivisiones, mismas que se designan como en función del cultivar y de las condiciones o por más de 14 insectos plaga (CESAVEG, a simultánea, a lo largo de todas las etapas de as son rizófagas (plagas del suelo), otras an del elote (plagas de la mazorca). gallina ciega, Phyllophaga sp., Cyclocephala l gusano de alambre, Agriotes sp. y; la catarina sionan los estados inmaduros (larvas) que se millas y plántulas y, si éstas llegan a sobrevivir u sistema radicular, lento desarrollo vegetativo a el trip, Frankliniella williamsi; el gusano s soldado, Spodoptera exigua y Mythimna usano barrenador, Diatraea spp.; el coleóptero canus y Tetranichus spp. encuentra el gusano elotero, Helicoverpa zea; ulín, Melanoplus spp",http://colposdigital.colpos.mx:8080/jspui/bitstream/handle/10521/2661/Rivero_Borja_M_MC_Entomologia_Acarologia_2015.pdf?sequence=1
